from_id,relationship_type,to_id,established_by,rating_required
SWE.5.BP2,SATISFIES,SWE.5.OUT.2,null,null
SWE.5.BP3,HAS_NOTE,SWE.5.BP3.NOTE.4,null,null
SWE.5.BP3,PRODUCES,08-58,null,null
SWE.5.BP3,SATISFIES,SWE.5.OUT.4,null,null
SWE.5.BP4,CROSS_REFERENCES,SUP.9,null,null
SWE.5.BP4,HAS_NOTE,SWE.5.BP4.NOTE.5,null,null
SWE.5.BP4,HAS_NOTE,SWE.5.BP4.NOTE.6,null,null
SWE.5.BP4,HAS_NOTE,SWE.5.BP4.NOTE.7,null,null
SWE.5.BP4,PRODUCES,03-50,null,null
SWE.5.BP4,PRODUCES,15-52,null,null
SWE.5.BP4,PRODUCES,01-50,null,null
SWE.5.BP4,SATISFIES,SWE.5.OUT.3,null,null
SWE.5.BP4,SATISFIES,SWE.5.OUT.6,null,null
SWE.5.BP5,CROSS_REFERENCES,SUP.9,null,null
SWE.5.BP5,HAS_NOTE,SWE.5.BP5.NOTE.8,null,null
SWE.5.BP5,PRODUCES,03-50,null,null
SWE.5.BP5,PRODUCES,15-52,null,null
SWE.5.BP5,PRODUCES,01-03,null,null
SWE.5.BP5,SATISFIES,SWE.5.OUT.5,null,null
SWE.5.BP6,HAS_NOTE,SWE.5.BP6.NOTE.9,null,null
SWE.5.BP6,PRODUCES,13-51,null,null
SWE.5.BP6,SATISFIES,SWE.5.OUT.7,null,null
SWE.5.BP6,SATISFIES,SWE.5.OUT.8,null,null
SWE.5.BP7,HAS_NOTE,SWE.5.BP7.NOTE.10,null,null
SWE.5.BP7,PRODUCES,13-52,null,null
SWE.5.BP7,SATISFIES,SWE.5.OUT.9,null,null
SWE.6.BP1,HAS_NOTE,SWE.6.BP1.NOTE.1,null,null
SWE.6.BP1,PRODUCES,08-60,null,null
SWE.6.BP1,SATISFIES,SWE.6.OUT.1,null,null
SWE.6.BP2,HAS_NOTE,SWE.6.BP2.NOTE.2,null,null
SWE.6.BP2,PRODUCES,08-58,null,null
SWE.6.BP2,SATISFIES,SWE.6.OUT.2,null,null
SWE.6.BP3,CROSS_REFERENCES,SUP.9,null,null
SWE.6.BP3,HAS_NOTE,SWE.6.BP3.NOTE.3,null,null
SWE.6.BP3,PRODUCES,03-50,null,null
SWE.6.BP3,PRODUCES,15-52,null,null
SWE.6.BP3,SATISFIES,SWE.6.OUT.3,null,null
SWE.6.BP4,HAS_NOTE,SWE.6.BP4.NOTE.4,null,null
SWE.6.BP4,PRODUCES,13-51,null,null
SWE.6.BP4,SATISFIES,SWE.6.OUT.4,null,null
SWE.6.BP4,SATISFIES,SWE.6.OUT.5,null,null
SWE.6.BP5,HAS_NOTE,SWE.6.BP5.NOTE.5,null,null
SWE.6.BP5,PRODUCES,13-52,null,null
SWE.6.BP5,SATISFIES,SWE.6.OUT.6,null,null
VAL.1.BP1,CROSS_REFERENCES,SYS.3,null,null
VAL.1.BP1,CROSS_REFERENCES,SWE.2,null,null
VAL.1.BP1,CROSS_REFERENCES,HWE.2,null,null
VAL.1.BP1,CROSS_REFERENCES,MAN.5,null,null
VAL.1.BP1,HAS_NOTE,VAL.1.BP1.NOTE.1,null,null
VAL.1.BP1,HAS_NOTE,VAL.1.BP1.NOTE.2,null,null
VAL.1.BP1,HAS_NOTE,VAL.1.BP1.NOTE.3,null,null
VAL.1.BP1,PRODUCES,08-59,null,null
VAL.1.BP1,SATISFIES,VAL.1.OUT.1,null,null
VAL.1.BP2,HAS_NOTE,VAL.1.BP2.NOTE.4,null,null
VAL.1.BP2,PRODUCES,08-57,null,null
VAL.1.BP2,SATISFIES,VAL.1.OUT.1,null,null
VAL.1.BP3,CROSS_REFERENCES,SUP.9,null,null
VAL.1.BP3,HAS_NOTE,VAL.1.BP3.NOTE.5,null,null
VAL.1.BP3,HAS_NOTE,VAL.1.BP3.NOTE.6,null,null
VAL.1.BP3,PRODUCES,13-24,null,null
VAL.1.BP3,SATISFIES,VAL.1.OUT.2,null,null
VAL.1.BP4,CROSS_REFERENCES,SYS.1,null,null
VAL.1.BP4,CROSS_REFERENCES,SYS.2,null,null
VAL.1.BP4,HAS_NOTE,VAL.1.BP4.NOTE.7,null,null
VAL.1.BP4,HAS_NOTE,VAL.1.BP4.NOTE.8,null,null
VAL.1.BP4,HAS_NOTE,VAL.1.BP4.NOTE.9,null,null
VAL.1.BP4,PRODUCES,13-51,null,null
VAL.1.BP4,SATISFIES,VAL.1.OUT.3,null,null
VAL.1.BP5,HAS_NOTE,VAL.1.BP5.NOTE.10,null,null
VAL.1.BP5,PRODUCES,13-52,null,null
VAL.1.BP5,SATISFIES,VAL.1.OUT.4,null,null
MLE.1.BP1,HAS_NOTE,MLE.1.BP1.NOTE.1,null,null
MLE.1.BP1,HAS_NOTE,MLE.1.BP1.NOTE.2,null,null
MLE.1.BP1,HAS_NOTE,MLE.1.BP1.NOTE.3,null,null
MLE.1.BP1,HAS_NOTE,MLE.1.BP1.NOTE.4,null,null
MLE.1.BP1,PRODUCES,17-00,null,null
MLE.1.BP1,PRODUCES,17-54,null,null
MLE.1.BP1,SATISFIES,MLE.1.OUT.1,null,null
MLE.1.BP2,CROSS_REFERENCES,SPL.2,null,null
MLE.1.BP2,HAS_NOTE,MLE.1.BP2.NOTE.5,null,null
MLE.1.BP2,HAS_NOTE,MLE.1.BP2.NOTE.6,null,null
MLE.1.BP2,PRODUCES,17-00,null,null
MLE.1.BP2,PRODUCES,17-54,null,null
MLE.1.BP2,SATISFIES,MLE.1.OUT.2,null,null
MLE.1.BP3,CROSS_REFERENCES,MAN.3,null,null
MLE.1.BP3,HAS_NOTE,MLE.1.BP3.NOTE.7,null,null
MLE.1.BP3,PRODUCES,15-51,null,null
MLE.1.BP3,SATISFIES,MLE.1.OUT.3,null,null
MLE.1.BP4,HAS_NOTE,MLE.1.BP4.NOTE.8,null,null
MLE.1.BP4,PRODUCES,15-51,null,null
MLE.1.BP4,SATISFIES,MLE.1.OUT.4,null,null
MLE.1.BP5,HAS_NOTE,MLE.1.BP5.NOTE.9,null,null
MLE.1.BP5,HAS_NOTE,MLE.1.BP5.NOTE.10,null,null
MLE.1.BP5,PRODUCES,13-51,null,null
MLE.1.BP5,SATISFIES,MLE.1.OUT.5,null,null
MLE.1.BP6,PRODUCES,13-52,null,null
MLE.1.BP6,SATISFIES,MLE.1.OUT.6,null,null
MLE.2.BP1,HAS_NOTE,MLE.2.BP1.NOTE.1,null,null
MLE.2.BP1,HAS_NOTE,MLE.2.BP1.NOTE.2,null,null
MLE.2.BP1,PRODUCES,04-51,null,null
MLE.2.BP1,SATISFIES,MLE.2.OUT.1,null,null
MLE.2.BP2,PRODUCES,04-51,null,null
MLE.2.BP2,PRODUCES,01-54,null,null
MLE.2.BP2,SATISFIES,MLE.2.OUT.2,null,null
MLE.2.BP3,HAS_NOTE,MLE.2.BP3.NOTE.3,null,null
MLE.2.BP3,PRODUCES,15-51,null,null
MLE.2.BP3,PRODUCES,04-51,null,null
MLE.2.BP3,SATISFIES,MLE.2.OUT.3,null,null
MLE.2.BP4,PRODUCES,04-51,null,null
MLE.2.BP4,SATISFIES,MLE.2.OUT.4,null,null
MLE.2.BP5,HAS_NOTE,MLE.2.BP5.NOTE.4,null,null
MLE.2.BP5,HAS_NOTE,MLE.2.BP5.NOTE.5,null,null
MLE.2.BP5,PRODUCES,13-51,null,null
MLE.2.BP5,PRODUCES,15-51,null,null
MLE.2.BP5,SATISFIES,MLE.2.OUT.5,null,null
MLE.2.BP6,PRODUCES,13-52,null,null
MLE.2.BP6,PRODUCES,01-54,null,null
MLE.2.BP6,SATISFIES,MLE.2.OUT.6,null,null
MLE.3.BP1,HAS_NOTE,MLE.3.BP1.NOTE.1,null,null
MLE.3.BP1,HAS_NOTE,MLE.3.BP1.NOTE.2,null,null
MLE.3.BP1,PRODUCES,08-65,null,null
MLE.3.BP1,SATISFIES,MLE.3.OUT.1,null,null
MLE.3.BP2,CROSS_REFERENCES,SUP.11,null,null
MLE.3.BP2,HAS_NOTE,MLE.3.BP2.NOTE.4,null,null
MLE.3.BP2,HAS_NOTE,MLE.3.BP2.NOTE.5,null,null
MLE.3.BP2,PRODUCES,03-51,null,null
MLE.3.BP2,SATISFIES,MLE.3.OUT.2,null,null
MLE.3.BP3,PRODUCES,01-54,null,null
MLE.3.BP3,PRODUCES,01-53,null,null
MLE.3.BP3,SATISFIES,MLE.3.OUT.3,null,null
MLE.3.BP4,HAS_NOTE,MLE.3.BP4.NOTE.6,null,null
MLE.3.BP4,PRODUCES,13-51,null,null
MLE.3.BP4,SATISFIES,MLE.3.OUT.4,null,null
MLE.3.BP5,PRODUCES,13-52,null,null
MLE.3.BP5,SATISFIES,MLE.3.OUT.5,null,null
MLE.4.BP1,HAS_NOTE,MLE.4.BP1.NOTE.1,null,null
MLE.4.BP1,HAS_NOTE,MLE.4.BP1.NOTE.2,null,null
MLE.4.BP1,HAS_NOTE,MLE.4.BP1.NOTE.3,null,null
MLE.4.BP1,HAS_NOTE,MLE.4.BP1.NOTE.4,null,null
MLE.4.BP1,PRODUCES,08-64,null,null
MLE.4.BP1,SATISFIES,MLE.4.OUT.1,null,null
MLE.4.BP2,CROSS_REFERENCES,SUP.11,null,null
MLE.4.BP2,HAS_NOTE,MLE.4.BP2.NOTE.5,null,null
MLE.4.BP2,HAS_NOTE,MLE.4.BP2.NOTE.6,null,null
MLE.4.BP2,PRODUCES,03-51,null,null
MLE.4.BP2,SATISFIES,MLE.4.OUT.2,null,null
MLE.4.BP3,HAS_NOTE,MLE.4.BP3.NOTE.7,null,null
MLE.4.BP3,PRODUCES,13-50,null,null
MLE.4.BP3,SATISFIES,MLE.4.OUT.3,null,null
MLE.4.BP4,HAS_NOTE,MLE.4.BP4.NOTE.8,null,null
MLE.4.BP4,PRODUCES,11-50,null,null
MLE.4.BP4,SATISFIES,MLE.4.OUT.4,null,null
MLE.4.BP5,PRODUCES,13-50,null,null
MLE.4.BP5,SATISFIES,MLE.4.OUT.4,null,null
MLE.4.BP6,HAS_NOTE,MLE.4.BP6.NOTE.9,null,null
MLE.4.BP6,PRODUCES,13-51,null,null
MLE.4.BP6,SATISFIES,MLE.4.OUT.5,null,null
MLE.4.BP7,PRODUCES,13-52,null,null
MLE.4.BP7,SATISFIES,MLE.4.OUT.6,null,null
HWE.1.BP1,HAS_NOTE,HWE.1.BP1.NOTE.1,null,null
HWE.1.BP1,HAS_NOTE,HWE.1.BP1.NOTE.2,null,null
HWE.1.BP1,HAS_NOTE,HWE.1.BP1.NOTE.3,null,null
HWE.1.BP1,HAS_NOTE,HWE.1.BP1.NOTE.4,null,null
HWE.1.BP1,PRODUCES,17-00,null,null
HWE.1.BP1,SATISFIES,HWE.1.OUT.1,null,null
HWE.1.BP2,HAS_NOTE,HWE.1.BP2.NOTE.5,null,null
HWE.1.BP2,HAS_NOTE,HWE.1.BP2.NOTE.6,null,null
HWE.1.BP2,PRODUCES,17-54,null,null
HWE.1.BP2,SATISFIES,HWE.1.OUT.2,null,null
HWE.1.BP3,HAS_NOTE,HWE.1.BP3.NOTE.7,null,null
HWE.1.BP3,HAS_NOTE,HWE.1.BP3.NOTE.8,null,null
HWE.1.BP3,PRODUCES,15-51,null,null
HWE.1.BP3,SATISFIES,HWE.1.OUT.3,null,null
HWE.1.BP4,PRODUCES,15-51,null,null
HWE.1.BP4,SATISFIES,HWE.1.OUT.4,null,null
HWE.1.BP5,HAS_NOTE,HWE.1.BP5.NOTE.9,null,null
HWE.1.BP5,HAS_NOTE,HWE.1.BP5.NOTE.10,null,null
HWE.1.BP5,HAS_NOTE,HWE.1.BP5.NOTE.11,null,null
HWE.1.BP5,HAS_NOTE,HWE.1.BP5.NOTE.12,null,null
HWE.1.BP5,PRODUCES,13-51,null,null
HWE.1.BP5,SATISFIES,HWE.1.OUT.5,null,null
HWE.1.BP5,SATISFIES,HWE.1.OUT.6,null,null
HWE.1.BP6,PRODUCES,13-52,null,null
HWE.1.BP6,SATISFIES,HWE.1.OUT.7,null,null
HWE.2.BP1,HAS_NOTE,HWE.2.BP1.NOTE.1,null,null
HWE.2.BP1,HAS_NOTE,HWE.2.BP1.NOTE.2,null,null
HWE.2.BP1,PRODUCES,04-52,null,null
HWE.2.BP1,SATISFIES,HWE.2.OUT.1,null,null
HWE.2.BP2,HAS_NOTE,HWE.2.BP2.NOTE.3,null,null
HWE.2.BP2,HAS_NOTE,HWE.2.BP2.NOTE.4,null,null
HWE.2.BP2,PRODUCES,04-53,null,null
HWE.2.BP2,PRODUCES,04-54,null,null
HWE.2.BP2,PRODUCES,14-54,null,null
HWE.2.BP2,PRODUCES,04-55,null,null
HWE.2.BP2,PRODUCES,03-54,null,null
HWE.2.BP2,PRODUCES,04-56,null,null
HWE.2.BP2,SATISFIES,HWE.2.OUT.4,null,null
HWE.2.BP3,HAS_NOTE,HWE.2.BP3.NOTE.5,null,null
HWE.2.BP3,SATISFIES,HWE.2.OUT.1,null,null
HWE.2.BP4,HAS_NOTE,HWE.2.BP4.NOTE.6,null,null
HWE.2.BP4,HAS_NOTE,HWE.2.BP4.NOTE.7,null,null
HWE.2.BP4,PRODUCES,15-51,null,null
HWE.2.BP4,PRODUCES,17-57,null,null
HWE.2.BP4,SATISFIES,HWE.2.OUT.2,null,null
HWE.2.BP5,HAS_NOTE,HWE.2.BP5.NOTE.8,null,null
HWE.2.BP5,HAS_NOTE,HWE.2.BP5.NOTE.9,null,null
HWE.2.BP5,PRODUCES,13-51,null,null
HWE.2.BP5,SATISFIES,HWE.2.OUT.3,null,null
HWE.2.BP6,PRODUCES,13-52,null,null
HWE.2.BP6,SATISFIES,HWE.2.OUT.4,null,null
HWE.2.BP6,SATISFIES,HWE.2.OUT.5,null,null
HWE.3.BP1,HAS_NOTE,HWE.3.BP1.NOTE.1,null,null
HWE.3.BP1,HAS_NOTE,HWE.3.BP1.NOTE.2,null,null
HWE.3.BP1,PRODUCES,08-60,null,null
HWE.3.BP1,SATISFIES,HWE.3.OUT.1,null,null
HWE.3.BP2,HAS_NOTE,HWE.3.BP2.NOTE.3,null,null
HWE.3.BP3,HAS_NOTE,HWE.3.BP3.NOTE.4,null,null
HWE.3.BP3,PRODUCES,08-58,null,null
HWE.3.BP3,SATISFIES,HWE.3.OUT.2,null,null
HWE.3.BP4,CROSS_REFERENCES,SUP.9,null,null
HWE.3.BP4,HAS_NOTE,HWE.3.BP4.NOTE.5,null,null
HWE.3.BP4,PRODUCES,03-50,null,null
HWE.3.BP4,PRODUCES,15-52,null,null
HWE.3.BP4,SATISFIES,HWE.3.OUT.3,null,null
HWE.3.BP5,HAS_NOTE,HWE.3.BP5.NOTE.6,null,null
HWE.3.BP5,PRODUCES,13-51,null,null
HWE.3.BP5,SATISFIES,HWE.3.OUT.4,null,null
HWE.3.BP5,SATISFIES,HWE.3.OUT.5,null,null
HWE.3.BP6,HAS_NOTE,HWE.3.BP6.NOTE.7,null,null
HWE.3.BP6,PRODUCES,13-52,null,null
HWE.3.BP6,SATISFIES,HWE.3.OUT.6,null,null
HWE.4.BP1,HAS_NOTE,HWE.4.BP1.NOTE.1,null,null
HWE.4.BP1,PRODUCES,08-60,null,null
HWE.4.BP1,SATISFIES,HWE.4.OUT.1,null,null
HWE.4.BP2,HAS_NOTE,HWE.4.BP2.NOTE.2,null,null
HWE.4.BP3,HAS_NOTE,HWE.4.BP3.NOTE.3,null,null
HWE.4.BP3,PRODUCES,08-58,null,null
HWE.4.BP3,SATISFIES,HWE.4.OUT.2,null,null
HWE.4.BP4,CROSS_REFERENCES,SUP.9,null,null
HWE.4.BP4,HAS_NOTE,HWE.4.BP4.NOTE.4,null,null
HWE.4.BP4,PRODUCES,03-50,null,null
HWE.4.BP4,PRODUCES,15-52,null,null
HWE.4.BP4,SATISFIES,HWE.4.OUT.3,null,null
HWE.4.BP5,HAS_NOTE,HWE.4.BP5.NOTE.5,null,null
HWE.4.BP5,PRODUCES,13-51,null,null
HWE.4.BP5,SATISFIES,HWE.4.OUT.4,null,null
HWE.4.BP5,SATISFIES,HWE.4.OUT.5,null,null
HWE.4.BP6,HAS_NOTE,HWE.4.BP6.NOTE.6,null,null
HWE.4.BP6,PRODUCES,13-52,null,null
HWE.4.BP6,SATISFIES,HWE.4.OUT.6,null,null
SUP.1.BP1,HAS_NOTE,SUP.1.BP1.NOTE.1,null,null
SUP.1.BP1,PRODUCES,16-50,null,null
SUP.1.BP1,PRODUCES,18-52,null,null
SUP.1.BP1,SATISFIES,SUP.1.OUT.1,null,null
SUP.1.BP2,HAS_NOTE,SUP.1.BP2.NOTE.2,null,null
SUP.1.BP2,PRODUCES,18-07,null,null
SUP.1.BP2,SATISFIES,SUP.1.OUT.2,null,null
SUP.1.BP3,HAS_NOTE,SUP.1.BP3.NOTE.3,null,null
SUP.1.BP3,PRODUCES,13-19,null,null
SUP.1.BP3,PRODUCES,13-18,null,null
SUP.1.BP3,SATISFIES,SUP.1.OUT.3,null,null
SUP.1.BP4,HAS_NOTE,SUP.1.BP4.NOTE.4,null,null
SUP.1.BP4,PRODUCES,13-19,null,null
SUP.1.BP4,PRODUCES,13-18,null,null
SUP.1.BP4,SATISFIES,SUP.1.OUT.3,null,null
SUP.1.BP5,PRODUCES,13-52,null,null
SUP.1.BP5,SATISFIES,SUP.1.OUT.3,null,null
SUP.1.BP6,HAS_NOTE,SUP.1.BP6.NOTE.5,null,null
SUP.1.BP6,HAS_NOTE,SUP.1.BP6.NOTE.6,null,null
SUP.1.BP6,PRODUCES,14-02,null,null
SUP.1.BP6,SATISFIES,SUP.1.OUT.4,null,null
SUP.1.BP7,HAS_NOTE,SUP.1.BP7.NOTE.7,null,null
SUP.1.BP7,PRODUCES,18-52,null,null
SUP.1.BP7,SATISFIES,SUP.1.OUT.5,null,null
SUP.8.BP1,HAS_NOTE,SUP.8.BP1.NOTE.1,null,null
SUP.8.BP1,HAS_NOTE,SUP.8.BP1.NOTE.2,null,null
SUP.8.BP1,HAS_NOTE,SUP.8.BP1.NOTE.3,null,null
SUP.8.BP1,PRODUCES,18-53,null,null
SUP.8.BP1,PRODUCES,01-52,null,null
SUP.8.BP1,SATISFIES,SUP.8.OUT.1,null,null
SUP.8.BP2,HAS_NOTE,SUP.8.BP2.NOTE.4,null,null
SUP.8.BP2,HAS_NOTE,SUP.8.BP2.NOTE.5,null,null
SUP.8.BP2,HAS_NOTE,SUP.8.BP2.NOTE.6,null,null
SUP.8.BP2,PRODUCES,01-52,null,null
SUP.8.BP2,SATISFIES,SUP.8.OUT.2,null,null
SUP.8.BP3,HAS_NOTE,SUP.8.BP3.NOTE.7,null,null
SUP.8.BP3,PRODUCES,01-52,null,null
SUP.8.BP3,PRODUCES,16-03,null,null
SUP.8.BP3,SATISFIES,SUP.8.OUT.3,null,null
SUP.8.BP4,HAS_NOTE,SUP.8.BP4.NOTE.8,null,null
SUP.8.BP4,PRODUCES,16-03,null,null
SUP.8.BP4,PRODUCES,14-01,null,null
SUP.8.BP4,SATISFIES,SUP.8.OUT.4,null,null
SUP.8.BP5,PRODUCES,13-08,null,null
SUP.8.BP5,PRODUCES,16-03,null,null
SUP.8.BP5,SATISFIES,SUP.8.OUT.5,null,null
SUP.8.BP6,HAS_NOTE,SUP.8.BP6.NOTE.9,null,null
SUP.8.BP6,PRODUCES,14-01,null,null
SUP.8.BP6,PRODUCES,15-56,null,null
SUP.8.BP6,SATISFIES,SUP.8.OUT.6,null,null
SUP.8.BP7,HAS_NOTE,SUP.8.BP7.NOTE.10,null,null
SUP.8.BP7,PRODUCES,13-51,null,null
SUP.8.BP7,PRODUCES,13-08,null,null
SUP.8.BP7,PRODUCES,14-01,null,null
SUP.8.BP7,SATISFIES,SUP.8.OUT.7,null,null
SUP.8.BP8,HAS_NOTE,SUP.8.BP8.NOTE.11,null,null
SUP.8.BP8,PRODUCES,06-52,null,null
SUP.8.BP8,SATISFIES,SUP.8.OUT.8,null,null
SUP.9.BP1,CROSS_REFERENCES,SUP.10,null,null
SUP.9.BP1,HAS_NOTE,SUP.9.BP1.NOTE.1,null,null
SUP.9.BP1,HAS_NOTE,SUP.9.BP1.NOTE.2,null,null
SUP.9.BP1,HAS_NOTE,SUP.9.BP1.NOTE.3,null,null
SUP.9.BP1,HAS_NOTE,SUP.9.BP1.NOTE.4,null,null
SUP.9.BP1,PRODUCES,13-07,null,null
SUP.9.BP1,SATISFIES,SUP.9.OUT.1,null,null
SUP.9.BP2,HAS_NOTE,SUP.9.BP2.NOTE.5,null,null
SUP.9.BP2,PRODUCES,13-07,null,null
SUP.9.BP2,PRODUCES,15-55,null,null
SUP.9.BP2,SATISFIES,SUP.9.OUT.2,null,null
SUP.9.BP5,SATISFIES,SUP.9.OUT.3,null,null
SUP.9.BP6,PRODUCES,13-07,null,null
SUP.9.BP6,SATISFIES,SUP.9.OUT.4,null,null
SUP.9.BP7,HAS_NOTE,SUP.9.BP7.NOTE.6,null,null
SUP.9.BP7,PRODUCES,13-07,null,null
SUP.9.BP7,PRODUCES,15-12,null,null
SUP.9.BP7,SATISFIES,SUP.9.OUT.5,null,null
SUP.10.BP1,HAS_NOTE,SUP.10.BP1.NOTE.1,null,null
SUP.10.BP1,HAS_NOTE,SUP.10.BP1.NOTE.2,null,null
SUP.10.BP1,HAS_NOTE,SUP.10.BP1.NOTE.3,null,null
SUP.10.BP1,PRODUCES,13-16,null,null
SUP.10.BP1,SATISFIES,SUP.10.OUT.1,null,null
SUP.10.BP2,HAS_NOTE,SUP.10.BP2.NOTE.4,null,null
SUP.10.BP2,PRODUCES,13-16,null,null
SUP.10.BP2,PRODUCES,18-57,null,null
SUP.10.BP2,SATISFIES,SUP.10.OUT.2,null,null
SUP.10.BP3,HAS_NOTE,SUP.10.BP3.NOTE.5,null,null
SUP.10.BP3,HAS_NOTE,SUP.10.BP3.NOTE.6,null,null
SUP.10.BP3,PRODUCES,13-16,null,null
SUP.10.BP3,SATISFIES,SUP.10.OUT.3,null,null
SUP.10.BP4,PRODUCES,13-51,null,null
SUP.10.BP4,SATISFIES,SUP.10.OUT.4,null,null
SUP.10.BP5,PRODUCES,13-16,null,null
SUP.10.BP5,SATISFIES,SUP.10.OUT.5,null,null
SUP.10.BP6,HAS_NOTE,SUP.10.BP6.NOTE.7,null,null
SUP.10.BP6,PRODUCES,13-16,null,null
SUP.10.BP6,SATISFIES,SUP.10.OUT.6,null,null
SUP.11.BP1,HAS_NOTE,SUP.11.BP1.NOTE.1,null,null
SUP.11.BP1,PRODUCES,16-52,null,null
SUP.11.BP1,SATISFIES,SUP.11.OUT.1,null,null
SUP.11.BP2,CROSS_REFERENCES,MLE.3,null,null
SUP.11.BP2,CROSS_REFERENCES,MLE.4,null,null
SUP.11.BP2,HAS_NOTE,SUP.11.BP2.NOTE.2,null,null
SUP.11.BP2,HAS_NOTE,SUP.11.BP2.NOTE.3,null,null
SUP.11.BP2,HAS_NOTE,SUP.11.BP2.NOTE.4,null,null
SUP.11.BP2,HAS_NOTE,SUP.11.BP2.NOTE.5,null,null
SUP.11.BP2,PRODUCES,19-50,null,null
SUP.11.BP2,SATISFIES,SUP.11.OUT.2,null,null
SUP.11.BP3,HAS_NOTE,SUP.11.BP3.NOTE.6,null,null
SUP.11.BP3,HAS_NOTE,SUP.11.BP3.NOTE.7,null,null
SUP.11.BP3,PRODUCES,03-53,null,null
SUP.11.BP3,SATISFIES,SUP.11.OUT.3,null,null
SUP.11.BP4,PRODUCES,03-53,null,null
SUP.11.BP4,SATISFIES,SUP.11.OUT.4,null,null
SUP.11.BP5,HAS_NOTE,SUP.11.BP5.NOTE.8,null,null
SUP.11.BP5,SATISFIES,SUP.11.OUT.4,null,null
SUP.11.BP6,PRODUCES,13-52,null,null
SUP.11.BP6,SATISFIES,SUP.11.OUT.5,null,null
MAN.3.BP1,PRODUCES,08-53,null,null
MAN.3.BP1,SATISFIES,MAN.3.OUT.1,null,null
MAN.3.BP2,HAS_NOTE,MAN.3.BP2.NOTE.1,null,null
MAN.3.BP2,SATISFIES,MAN.3.OUT.1,null,null
MAN.3.BP2,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP3,HAS_NOTE,MAN.3.BP3.NOTE.2,null,null
MAN.3.BP3,PRODUCES,08-54,null,null
MAN.3.BP3,SATISFIES,MAN.3.OUT.2,null,null
MAN.3.BP4,HAS_NOTE,MAN.3.BP4.NOTE.3,null,null
MAN.3.BP4,HAS_NOTE,MAN.3.BP4.NOTE.4,null,null
MAN.3.BP4,PRODUCES,14-10,null,null
MAN.3.BP4,SATISFIES,MAN.3.OUT.3,null,null
MAN.3.BP4,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP4,SATISFIES,MAN.3.OUT.6,null,null
MAN.3.BP5,HAS_NOTE,MAN.3.BP5.NOTE.5,null,null
MAN.3.BP5,HAS_NOTE,MAN.3.BP5.NOTE.6,null,null
MAN.3.BP5,SATISFIES,MAN.3.OUT.3,null,null
MAN.3.BP5,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP6,HAS_NOTE,MAN.3.BP6.NOTE.7,null,null
MAN.3.BP6,SATISFIES,MAN.3.OUT.3,null,null
MAN.3.BP7,HAS_NOTE,MAN.3.BP7.NOTE.8,null,null
MAN.3.BP7,PRODUCES,13-52,null,null
MAN.3.BP7,PRODUCES,14-50,null,null
MAN.3.BP7,PRODUCES,18-52,null,null
MAN.3.BP7,SATISFIES,MAN.3.OUT.4,null,null
MAN.3.BP7,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP8,PRODUCES,08-56,null,null
MAN.3.BP8,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP9,HAS_NOTE,MAN.3.BP9.NOTE.9,null,null
MAN.3.BP9,PRODUCES,13-51,null,null
MAN.3.BP9,PRODUCES,13-16,null,null
MAN.3.BP9,SATISFIES,MAN.3.OUT.4,null,null
MAN.3.BP9,SATISFIES,MAN.3.OUT.5,null,null
MAN.3.BP9,SATISFIES,MAN.3.OUT.6,null,null
MAN.3.BP9,SATISFIES,MAN.3.OUT.7,null,null
MAN.3.BP10,HAS_NOTE,MAN.3.BP10.NOTE.10,null,null
MAN.3.BP10,PRODUCES,13-52,null,null
MAN.3.BP10,PRODUCES,14-02,null,null
MAN.3.BP10,PRODUCES,15-06,null,null
MAN.3.BP10,SATISFIES,MAN.3.OUT.6,null,null
MAN.5.BP1,HAS_NOTE,MAN.5.BP1.NOTE.1,null,null
MAN.5.BP1,HAS_NOTE,MAN.5.BP1.NOTE.2,null,null
MAN.5.BP1,HAS_NOTE,MAN.5.BP1.NOTE.3,null,null
MAN.5.BP1,PRODUCES,15-51,null,null
MAN.5.BP1,PRODUCES,15-09,null,null
MAN.5.BP1,SATISFIES,MAN.5.OUT.1,null,null
MAN.5.BP2,PRODUCES,15-51,null,null
MAN.5.BP2,PRODUCES,15-09,null,null
MAN.5.BP2,SATISFIES,MAN.5.OUT.2,null,null
MAN.5.BP3,HAS_NOTE,MAN.5.BP3.NOTE.4,null,null
MAN.5.BP3,PRODUCES,15-51,null,null
MAN.5.BP3,PRODUCES,15-09,null,null
MAN.5.BP3,SATISFIES,MAN.5.OUT.3,null,null
MAN.5.BP4,PRODUCES,08-55,null,null
MAN.5.BP4,SATISFIES,MAN.5.OUT.3,null,null
MAN.5.BP4,SATISFIES,MAN.5.OUT.4,null,null
MAN.5.BP5,PRODUCES,08-55,null,null
MAN.5.BP5,SATISFIES,MAN.5.OUT.4,null,null
MAN.5.BP5,SATISFIES,MAN.5.OUT.5,null,null
MAN.5.BP6,HAS_NOTE,MAN.5.BP6.NOTE.5,null,null
MAN.5.BP6,PRODUCES,15-51,null,null
MAN.5.BP6,PRODUCES,15-09,null,null
